IdReparacion,IdMoto,IdUsuario,Descripcion,Estado,FechaInicio,FechaFin,Total,Fase
774,1803,3061,revisión completa de bomba de agua y diferencial para mejorar rendimiento.,En proceso,2026-03-28 00:00:00,2026-03-30 00:00:00,1523,Entregado
775,167,5295,diagnóstico y reparación de sensores y sistema eléctrico incluyendo ajuste final.,Finalizado,2026-02-28 00:00:00,2026-03-04 00:00:00,664,Cliente informado
776,3252,1302,corrección especializada de evaluación y falla y verificación completa.,Finalizado,2026-03-14 00:00:00,2026-03-16 00:00:00,4194,Cliente informado
777,3120,3336,instalación y calibración de encendido y alternador y verificación completa.,Finalizado,2026-03-09 00:00:00,2026-03-10 00:00:00,4067,Cliente informado
778,4819,1018,diagnóstico y reparación de amortiguadores y dirección según solicitud del cliente.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,1201,Entregado
779,4146,1331,optimización del sistema biela y diferencial incluyendo ajuste final.,Finalizado,2026-03-04 00:00:00,2026-03-06 00:00:00,5348,Entregado
780,1285,565,servicio integral para filtro de aceite y niveles con pruebas posteriores.,Finalizado,2026-03-06 00:00:00,2026-02-24 00:00:00,4010,Entregado
781,4538,1533,instalación y calibración de diagnóstico y test debido a desgaste.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,6133,Cliente informado
782,508,4268,inspección avanzada de balanceo y filtro de aceite debido a desgaste.,Entregado,2026-03-21 00:00:00,2026-03-21 00:00:00,2838,Cliente informado
783,4257,465,diagnóstico y reparación de problema y evaluación y verificación completa.,Finalizado,2026-03-22 00:00:00,2026-03-23 00:00:00,4270,Entregado
784,108,725,instalación y calibración de fallo eléctrico y sistema eléctrico y verificación completa.,Finalizado,2026-03-04 00:00:00,2026-03-04 00:00:00,4569,Entregado
785,800,3519,inspección avanzada de centralita y alternador según solicitud del cliente.,Finalizado,2026-03-08 00:00:00,2026-03-10 00:00:00,1463,Entregado
786,3893,2560,corrección especializada de custom y performance según solicitud del cliente.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,4126,Cliente informado
787,2895,4672,servicio integral para cableado y motor de arranque con pruebas posteriores.,Finalizado,2026-03-12 00:00:00,2026-03-14 00:00:00,5369,Entregado
788,4317,5047,corrección especializada de cámara y pintura y verificación completa.,Finalizado,2026-03-17 00:00:00,2026-03-18 00:00:00,5826,Cliente informado
789,4160,3694,mantenimiento preventivo en actualización de software y cromado según solicitud del cliente.,Finalizado,2026-03-22 00:00:00,2026-03-23 00:00:00,2653,Entregado
790,4022,2688,ajuste técnico de niveles y cambio de aceite para mejorar rendimiento.,Finalizado,2026-03-11 00:00:00,2026-03-01 00:00:00,3157,Entregado
791,207,1353,revisión completa de revisión y niveles para mejorar rendimiento.,Finalizado,2026-03-22 00:00:00,2026-03-22 00:00:00,2150,Entregado
792,3424,2871,ajuste técnico de inspección y problema con pruebas posteriores.,Finalizado,2026-03-15 00:00:00,2026-03-15 00:00:00,6073,Cliente informado
793,356,5311,diagnóstico y reparación de sistema eléctrico y sistema eléctrico incluyendo ajuste final.,Finalizado,2026-03-04 00:00:00,2026-03-08 00:00:00,2527,Entregado
794,2449,443,instalación y calibración de revisión general y ruido por falla detectada.,Finalizado,2026-03-17 00:00:00,2026-03-17 00:00:00,6365,Entregado
795,1693,1184,servicio integral para balanceo y niveles según solicitud del cliente.,Finalizado,2026-03-16 00:00:00,2026-03-20 00:00:00,1544,Entregado
796,4404,3124,diagnóstico y reparación de fallo eléctrico y alternador debido a desgaste.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,1906,Cliente informado
797,4086,359,optimización del sistema llantas deportivas y modificación incluyendo ajuste final.,Finalizado,2026-03-19 00:00:00,2026-03-23 00:00:00,5598,Entregado
798,1249,3244,corrección especializada de chequeo y problema incluyendo ajuste final.,Finalizado,2026-03-14 00:00:00,2026-03-16 00:00:00,6356,Entregado
799,4017,3408,diagnóstico y reparación de evaluación y falla según solicitud del cliente.,Finalizado,2026-03-23 00:00:00,2026-03-23 00:00:00,5140,Cliente informado
800,4545,405,diagnóstico y reparación de chequeo y inspección debido a desgaste.,Finalizado,2026-02-28 00:00:00,2026-02-28 00:00:00,4595,Entregado
801,2388,5026,mantenimiento preventivo en chequeo y revisión para mejorar rendimiento.,Finalizado,2026-03-11 00:00:00,2026-03-11 00:00:00,1824,Cliente informado
802,4920,305,diagnóstico y reparación de luces led y pantalla para mejorar rendimiento.,Finalizado,2026-03-14 00:00:00,2026-03-17 00:00:00,5648,Entregado
803,1815,4856,corrección especializada de chip y fibra de carbono con pruebas posteriores.,Finalizado,2026-03-20 00:00:00,2026-03-22 00:00:00,6490,Entregado
804,4969,3990,inspección avanzada de escaneo y problema con pruebas posteriores.,Finalizado,2026-03-23 00:00:00,2026-03-26 00:00:00,1426,Cliente informado
805,4158,3606,corrección especializada de problema y evaluación para mejorar rendimiento.,Finalizado,2026-03-02 00:00:00,2026-03-04 00:00:00,2884,Entregado
806,836,1612,diagnóstico y reparación de caja de cambios y diferencial incluyendo ajuste final.,Finalizado,2026-03-13 00:00:00,2026-03-17 00:00:00,3936,Cliente informado
807,3174,3681,mantenimiento preventivo en frenos y caja de cambios incluyendo ajuste final.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,4726,Entregado
808,4897,2116,instalación y calibración de bujías y balanceo con pruebas posteriores.,Entregado,2026-03-21 00:00:00,2026-03-23 00:00:00,3864,Entregado
809,1038,925,instalación y calibración de filtro de aceite y chequeo por falla detectada.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,4317,Entregado
810,4867,4494,servicio integral para test y falla debido a desgaste.,Finalizado,2026-03-18 00:00:00,2026-03-22 00:00:00,6456,Entregado
811,1874,4946,optimización del sistema pistones y amortiguadores y verificación completa.,Finalizado,2026-03-20 00:00:00,2026-03-23 00:00:00,2157,Entregado
812,694,4346,mantenimiento preventivo en balanceo y lubricacion incluyendo ajuste final.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,4205,Cliente informado
813,2388,5026,inspección avanzada de sensores y cableado por falla detectada.,Finalizado,2026-03-11 00:00:00,2026-03-11 00:00:00,6094,Cliente informado
814,251,4162,optimización del sistema alineación y bujías y verificación completa.,Finalizado,2026-03-08 00:00:00,2026-02-26 00:00:00,2094,Entregado
815,4860,2387,diagnóstico y reparación de chip y llantas deportivas para mejorar rendimiento.,Finalizado,2026-03-20 00:00:00,2026-03-21 00:00:00,4944,Cliente informado
816,3064,93,ajuste técnico de eje y árbol de levas para mejorar rendimiento.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,3161,Entregado
817,2125,3015,instalación y calibración de cambio color y kit aerodinámico y verificación completa.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,3972,Entregado
818,948,186,instalación y calibración de niveles y chequeo debido a desgaste.,Finalizado,2026-03-07 00:00:00,2026-03-10 00:00:00,1084,Entregado
819,2396,3570,servicio integral para fibra de carbono y alerón incluyendo ajuste final.,Finalizado,2026-03-10 00:00:00,2026-03-12 00:00:00,5553,Entregado
820,4404,3124,mantenimiento preventivo en diagnóstico y chequeo para mejorar rendimiento.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,3545,Cliente informado
821,1616,1055,servicio integral para diagnóstico y falla según solicitud del cliente.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,5193,Entregado
822,2224,1264,ajuste técnico de vinilado y tuning y verificación completa.,Finalizado,2026-03-23 00:00:00,2026-03-26 00:00:00,1730,Cliente informado
823,356,5311,revisión completa de luces y cableado según solicitud del cliente.,Finalizado,2026-03-04 00:00:00,2026-03-08 00:00:00,3108,Entregado
824,2809,3741,mantenimiento preventivo en evaluación y diagnóstico incluyendo ajuste final.,Finalizado,2026-03-22 00:00:00,2026-03-25 00:00:00,4010,Cliente informado
825,1957,2129,ajuste técnico de pintar carroceria y velocidad con pruebas posteriores.,Finalizado,2026-03-23 00:00:00,2026-03-25 00:00:00,5145,Entregado
826,312,4221,diagnóstico y reparación de estético y calipers con pruebas posteriores.,Finalizado,2026-03-26 00:00:00,2026-03-28 00:00:00,1272,Entregado
827,4755,5309,ajuste técnico de pintura y fibra de carbono para mejorar rendimiento.,Finalizado,2026-02-28 00:00:00,2026-02-18 00:00:00,2083,Cliente informado
828,4161,5158,ajuste técnico de bujías y balanceo con pruebas posteriores.,Finalizado,2026-03-06 00:00:00,2026-03-06 00:00:00,5940,Cliente informado
829,3267,1097,instalación y calibración de inspección y test debido a desgaste.,Finalizado,2026-03-24 00:00:00,2026-03-24 00:00:00,4981,Cliente informado
830,4344,2673,diagnóstico y reparación de gps y velocidad por falla detectada.,Finalizado,2026-03-27 00:00:00,2026-03-31 00:00:00,5880,Entregado
831,4955,4503,revisión completa de revisión general y test según solicitud del cliente.,Finalizado,2026-03-11 00:00:00,2026-03-13 00:00:00,6446,Entregado
832,694,4346,servicio integral para filtro de aceite y chequeo y verificación completa.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,3362,Cliente informado
833,4099,130,inspección avanzada de filtro de aceite y lubricacion según solicitud del cliente.,Finalizado,2026-03-29 00:00:00,2026-04-01 00:00:00,3667,Cliente informado
834,3384,1446,ajuste técnico de encendido y motor de arranque según solicitud del cliente.,Finalizado,2026-03-18 00:00:00,2026-03-18 00:00:00,955,Cliente informado
835,924,2487,mantenimiento preventivo en filtro de aire y niveles debido a desgaste.,Finalizado,2026-03-29 00:00:00,2026-03-31 00:00:00,6343,Cliente informado
836,2852,2827,corrección especializada de eje y motor con pruebas posteriores.,Finalizado,2026-03-15 00:00:00,2026-03-17 00:00:00,4538,Cliente informado
837,2684,691,servicio integral para pantalla y cambio color por falla detectada.,Finalizado,2026-03-29 00:00:00,2026-03-31 00:00:00,5811,Entregado
838,2144,4165,corrección especializada de cigüeñal y eje incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,5795,Entregado
839,225,4981,mantenimiento preventivo en pistones y culata por falla detectada.,Finalizado,2026-03-03 00:00:00,2026-02-21 00:00:00,2742,Cliente informado
840,4120,995,revisión completa de cableado y cableado para mejorar rendimiento.,Finalizado,2026-03-18 00:00:00,2026-03-20 00:00:00,3571,Cliente informado
841,1532,4786,servicio integral para sistema eléctrico y batería y verificación completa.,Finalizado,2026-03-22 00:00:00,2026-03-24 00:00:00,1401,Entregado
842,4955,4503,servicio integral para carrocería y transmisión debido a desgaste.,Finalizado,2026-03-11 00:00:00,2026-03-13 00:00:00,1961,Entregado
843,207,1353,servicio integral para alineación y filtro de aceite según solicitud del cliente.,Finalizado,2026-03-22 00:00:00,2026-03-22 00:00:00,2049,Entregado
844,4101,2274,mantenimiento preventivo en centralita y batería incluyendo ajuste final.,Finalizado,2026-03-13 00:00:00,2026-03-17 00:00:00,5843,Entregado
845,135,3855,mantenimiento preventivo en centralita y motor de arranque y verificación completa.,Finalizado,2026-03-19 00:00:00,2026-03-09 00:00:00,4344,Entregado
846,2538,3262,corrección especializada de árbol de levas y cigüeñal y verificación completa.,Finalizado,2026-03-14 00:00:00,2026-03-18 00:00:00,2355,Entregado
847,1346,4052,inspección avanzada de reprogramación y estético incluyendo ajuste final.,Finalizado,2026-03-27 00:00:00,2026-03-30 00:00:00,3385,Cliente informado
848,3977,4270,corrección especializada de diferencial y biela debido a desgaste.,Finalizado,2026-03-19 00:00:00,2026-03-20 00:00:00,3427,Entregado
849,829,1334,servicio integral para polarizado y actualización de software según solicitud del cliente.,Finalizado,2026-03-13 00:00:00,2026-03-16 00:00:00,5645,Entregado
850,1688,396,mantenimiento preventivo en alternador y luces con pruebas posteriores.,Finalizado,2026-03-23 00:00:00,2026-03-27 00:00:00,2120,Cliente informado
851,3604,5322,diagnóstico y reparación de encendido y batería debido a desgaste.,Finalizado,2026-03-24 00:00:00,2026-03-26 00:00:00,6000,Cliente informado
852,2466,4155,servicio integral para bomba de agua y motor con pruebas posteriores.,Finalizado,2026-03-21 00:00:00,2026-03-24 00:00:00,2092,Entregado
853,1527,4118,inspección avanzada de amortiguadores y transmisión y verificación completa.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,1836,Entregado
854,4652,4435,optimización del sistema embrague y carrocería por falla detectada.,Finalizado,2026-03-25 00:00:00,2026-03-27 00:00:00,3164,Entregado
855,783,192,corrección especializada de transmisión y amortiguadores con pruebas posteriores.,Finalizado,2026-03-01 00:00:00,2026-03-04 00:00:00,5969,Cliente informado
856,3887,1284,ajuste técnico de alternador y centralita debido a desgaste.,Finalizado,2026-02-28 00:00:00,2026-03-02 00:00:00,5328,Entregado
857,4276,3738,ajuste técnico de alternador y encendido y verificación completa.,Finalizado,2026-03-25 00:00:00,2026-03-29 00:00:00,1030,Entregado
858,2855,1324,revisión completa de calipers y personalización según solicitud del cliente.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,2004,Cliente informado
859,845,4467,optimización del sistema motor de arranque y encendido incluyendo ajuste final.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,1034,Entregado
860,3510,3426,corrección especializada de batería y batería con pruebas posteriores.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,4282,Cliente informado
861,3570,2827,optimización del sistema culata y frenos con pruebas posteriores.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,1038,Cliente informado
862,574,2405,corrección especializada de biela y motor y verificación completa.,Finalizado,2026-03-12 00:00:00,2026-03-13 00:00:00,2415,Cliente informado
863,2137,4386,servicio integral para revisión general y chequeo para mejorar rendimiento.,Finalizado,2026-03-03 00:00:00,2026-03-03 00:00:00,4750,Entregado
864,900,3754,corrección especializada de cambio color y cámara por falla detectada.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,948,Entregado
865,3424,2871,corrección especializada de falla y problema por falla detectada.,Finalizado,2026-03-15 00:00:00,2026-03-15 00:00:00,2138,Cliente informado
866,1703,3160,inspección avanzada de chequeo y bujías por falla detectada.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,3556,Entregado
867,1732,3477,inspección avanzada de batería y motor de arranque incluyendo ajuste final.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,4819,Cliente informado
868,2426,3477,instalación y calibración de sensores y luces para mejorar rendimiento.,Finalizado,2026-03-09 00:00:00,2026-03-11 00:00:00,4107,Entregado
869,1946,4566,inspección avanzada de revisión general y diagnóstico incluyendo ajuste final.,Finalizado,2026-03-12 00:00:00,2026-03-14 00:00:00,4142,Entregado
870,1187,3819,servicio integral para revisión y filtro de aire debido a desgaste.,Finalizado,2026-03-10 00:00:00,2026-03-14 00:00:00,3394,Cliente informado
871,2409,3572,diagnóstico y reparación de pantalla y fibra de carbono por falla detectada.,Finalizado,2026-03-10 00:00:00,2026-03-13 00:00:00,2516,Cliente informado
872,243,3276,revisión completa de sistema eléctrico y centralita por falla detectada.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,4740,Cliente informado
873,4694,4752,corrección especializada de inspección y escaneo por falla detectada.,Entregado,2026-03-01 00:00:00,2026-03-01 00:00:00,5588,Entregado
874,4715,2721,inspección avanzada de pantalla y frenos deportivos por falla detectada.,Finalizado,2026-03-01 00:00:00,2026-03-01 00:00:00,3124,Cliente informado
875,3304,1765,instalación y calibración de cableado y fallo eléctrico para mejorar rendimiento.,Finalizado,2026-03-24 00:00:00,2026-03-24 00:00:00,1367,Cliente informado
876,4271,4746,mantenimiento preventivo en alineación y filtro de aceite con pruebas posteriores.,Finalizado,2026-03-21 00:00:00,2026-03-25 00:00:00,1528,Entregado
877,762,2527,optimización del sistema calipers y performance incluyendo ajuste final.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,3531,Cliente informado
878,2580,3814,mantenimiento preventivo en chequeo y revisión general por falla detectada.,Finalizado,2026-03-13 00:00:00,2026-03-16 00:00:00,6300,Entregado
879,1573,5279,instalación y calibración de filtro de aceite y chequeo para mejorar rendimiento.,Finalizado,2026-03-11 00:00:00,2026-03-14 00:00:00,2412,Entregado
880,4920,1858,corrección especializada de carrocería y radiador según solicitud del cliente.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,5868,Entregado
881,3200,4867,servicio integral para chequeo y filtro de aceite con pruebas posteriores.,Finalizado,2026-03-11 00:00:00,2026-03-15 00:00:00,5051,Cliente informado
882,243,3276,mantenimiento preventivo en inspección y chequeo para mejorar rendimiento.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,4972,Cliente informado
883,4898,257,diagnóstico y reparación de luces y motor de arranque para mejorar rendimiento.,Finalizado,2026-03-13 00:00:00,2026-03-14 00:00:00,1705,Cliente informado
884,2659,4236,diagnóstico y reparación de problema y falla según solicitud del cliente.,Finalizado,2026-03-28 00:00:00,2026-04-01 00:00:00,5959,Cliente informado
885,3962,1533,mantenimiento preventivo en motor y culata según solicitud del cliente.,Finalizado,2026-03-29 00:00:00,2026-03-31 00:00:00,4021,Cliente informado
886,2881,1593,corrección especializada de lubricacion y lubricacion por falla detectada.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,4015,Entregado
887,4344,2264,optimización del sistema bujías y filtro de aire por falla detectada.,Finalizado,2026-03-07 00:00:00,2026-03-11 00:00:00,1046,Cliente informado
888,3585,559,servicio integral para radiador y amortiguadores para mejorar rendimiento.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,505,Entregado
889,2557,1522,corrección especializada de cableado y sensores según solicitud del cliente.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,2144,Cliente informado
890,2106,2203,inspección avanzada de revisión general y chequeo según solicitud del cliente.,Finalizado,2026-03-19 00:00:00,2026-03-23 00:00:00,6388,Cliente informado
891,318,1978,ajuste técnico de filtro de aceite y chequeo y verificación completa.,Finalizado,2026-03-09 00:00:00,2026-03-12 00:00:00,4127,Cliente informado
892,4610,4894,instalación y calibración de revisión y niveles para mejorar rendimiento.,Finalizado,2026-03-10 00:00:00,2026-03-14 00:00:00,3813,Entregado
893,3066,3855,instalación y calibración de cableado y alternador para mejorar rendimiento.,Finalizado,2026-03-26 00:00:00,2026-03-29 00:00:00,1090,Entregado
894,802,4972,ajuste técnico de calipers y polarizado para mejorar rendimiento.,Finalizado,2026-03-16 00:00:00,2026-03-17 00:00:00,4406,Cliente informado
895,2023,3306,ajuste técnico de pistones y frenos según solicitud del cliente.,Finalizado,2026-03-04 00:00:00,2026-03-05 00:00:00,5299,Cliente informado
896,4257,2124,optimización del sistema ruido y test para mejorar rendimiento.,Finalizado,2026-03-25 00:00:00,2026-03-15 00:00:00,4683,Cliente informado
897,4980,2673,ajuste técnico de revisión y lubricacion debido a desgaste.,Finalizado,2026-02-28 00:00:00,2026-03-04 00:00:00,2377,Entregado
898,3570,2827,ajuste técnico de motor de arranque y batería y verificación completa.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,2371,Cliente informado
899,2106,2203,instalación y calibración de radiador y radiador incluyendo ajuste final.,Finalizado,2026-03-19 00:00:00,2026-03-23 00:00:00,3147,Cliente informado
900,3079,4340,mantenimiento preventivo en amortiguadores y culata para mejorar rendimiento.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,1902,Cliente informado
901,2852,4691,servicio integral para cigüeñal y chasis por falla detectada.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,777,Cliente informado
902,845,4630,corrección especializada de diferencial y culata según solicitud del cliente.,Finalizado,2026-03-27 00:00:00,2026-03-27 00:00:00,2855,Cliente informado
903,3570,2827,inspección avanzada de fallo eléctrico y encendido incluyendo ajuste final.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,6264,Cliente informado
904,2098,2476,optimización del sistema árbol de levas y radiador con pruebas posteriores.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,674,Entregado
905,3420,2400,optimización del sistema cromado y performance incluyendo ajuste final.,Finalizado,2026-03-13 00:00:00,2026-03-14 00:00:00,4709,Entregado
906,1874,4946,diagnóstico y reparación de cableado y fallo eléctrico incluyendo ajuste final.,Finalizado,2026-03-20 00:00:00,2026-03-23 00:00:00,3535,Entregado
907,2529,4751,corrección especializada de alternador y fallo eléctrico para mejorar rendimiento.,Finalizado,2026-03-01 00:00:00,2026-02-19 00:00:00,5429,Entregado
908,2780,4120,diagnóstico y reparación de test y escaneo según solicitud del cliente.,Finalizado,2026-03-11 00:00:00,2026-03-11 00:00:00,1526,Entregado
909,2529,4751,corrección especializada de sensores y luces para mejorar rendimiento.,Finalizado,2026-03-01 00:00:00,2026-02-19 00:00:00,1247,Entregado
910,3852,1984,inspección avanzada de sistema eléctrico y sistema eléctrico según solicitud del cliente.,Finalizado,2026-03-11 00:00:00,2026-03-15 00:00:00,4148,Entregado
911,2553,1018,corrección especializada de centralita y centralita con pruebas posteriores.,Finalizado,2026-03-04 00:00:00,2026-03-08 00:00:00,4312,Cliente informado
912,3658,2567,diagnóstico y reparación de cambio de aceite y revisión y verificación completa.,Finalizado,2026-03-17 00:00:00,2026-03-17 00:00:00,2951,Cliente informado
913,1125,1519,revisión completa de luces y batería con pruebas posteriores.,Finalizado,2026-03-12 00:00:00,2026-03-12 00:00:00,2339,Cliente informado
914,3847,4307,corrección especializada de fallo eléctrico y sensores con pruebas posteriores.,Finalizado,2026-03-27 00:00:00,2026-03-31 00:00:00,5882,Entregado
915,2146,3659,ajuste técnico de falla y problema incluyendo ajuste final.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,2294,Entregado
916,2132,175,servicio integral para sensores de estacionamiento y fibra de carbono debido a desgaste.,Finalizado,2026-03-12 00:00:00,2026-03-15 00:00:00,997,Cliente informado
917,3424,2871,ajuste técnico de caja de cambios y eje por falla detectada.,Finalizado,2026-03-15 00:00:00,2026-03-15 00:00:00,2278,Cliente informado
918,2030,4933,ajuste técnico de sensores y encendido y verificación completa.,Finalizado,2026-03-09 00:00:00,2026-03-11 00:00:00,3918,Entregado
919,128,2835,optimización del sistema balanceo y bujías debido a desgaste.,Finalizado,2026-03-23 00:00:00,2026-03-25 00:00:00,5632,Entregado
920,231,2594,diagnóstico y reparación de sensores de estacionamiento y pintura debido a desgaste.,Finalizado,2026-03-10 00:00:00,2026-03-12 00:00:00,3034,Cliente informado
921,3492,5265,revisión completa de actualización de software y calipers con pruebas posteriores.,Finalizado,2026-03-24 00:00:00,2026-03-28 00:00:00,721,Cliente informado
922,3195,248,diagnóstico y reparación de filtro de aceite y chequeo por falla detectada.,Entregado,2026-03-05 00:00:00,2026-03-09 00:00:00,2115,Cliente informado
923,3079,4340,servicio integral para motor de arranque y encendido debido a desgaste.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,4811,Cliente informado
924,3762,611,revisión completa de bujías y bujías por falla detectada.,Finalizado,2026-03-13 00:00:00,2026-03-16 00:00:00,2109,Entregado
925,3795,4808,servicio integral para chequeo y bujías para mejorar rendimiento.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,6024,Cliente informado
926,4127,3315,optimización del sistema cambio de aceite y chequeo para mejorar rendimiento.,Finalizado,2026-03-29 00:00:00,2026-03-30 00:00:00,4518,Cliente informado
927,2266,4726,revisión completa de dirección y suspensión con pruebas posteriores.,Finalizado,2026-03-29 00:00:00,2026-03-19 00:00:00,5651,Cliente informado
928,1013,2426,corrección especializada de centralita y sensores por falla detectada.,Finalizado,2026-03-20 00:00:00,2026-03-22 00:00:00,690,Cliente informado
929,1732,3477,instalación y calibración de filtro de aceite y cambio de aceite debido a desgaste.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,3489,Cliente informado
930,4844,1735,corrección especializada de diagnóstico y escaneo incluyendo ajuste final.,Finalizado,2026-03-24 00:00:00,2026-03-27 00:00:00,1373,Entregado
931,4801,4467,inspección avanzada de chequeo y ruido según solicitud del cliente.,Finalizado,2026-03-17 00:00:00,2026-03-07 00:00:00,3374,Cliente informado
932,3651,3524,diagnóstico y reparación de luces y centralita según solicitud del cliente.,Finalizado,2026-03-17 00:00:00,2026-03-07 00:00:00,2966,Cliente informado
933,2314,1378,inspección avanzada de suspensión deportiva y kit aerodinámico y verificación completa.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,3128,Cliente informado
934,3176,2108,revisión completa de biela y motor según solicitud del cliente.,Finalizado,2026-03-04 00:00:00,2026-03-04 00:00:00,5323,Cliente informado
935,552,1625,revisión completa de motor de arranque y centralita con pruebas posteriores.,Finalizado,2026-03-24 00:00:00,2026-03-26 00:00:00,906,Cliente informado
936,985,2061,revisión completa de evaluación y problema y verificación completa.,Finalizado,2026-03-02 00:00:00,2026-03-04 00:00:00,2578,Cliente informado
937,299,1255,diagnóstico y reparación de cromado y kit aerodinámico por falla detectada.,Finalizado,2026-03-23 00:00:00,2026-03-23 00:00:00,5011,Cliente informado
938,1229,2933,ajuste técnico de luces y motor de arranque por falla detectada.,Finalizado,2026-03-16 00:00:00,2026-03-18 00:00:00,2277,Entregado
939,1821,3999,instalación y calibración de escaneo y diagnóstico según solicitud del cliente.,Finalizado,2026-03-01 00:00:00,2026-03-03 00:00:00,4929,Cliente informado
940,3802,1909,instalación y calibración de cambio de aceite y filtro de aire incluyendo ajuste final.,Finalizado,2026-03-12 00:00:00,2026-03-12 00:00:00,4049,Entregado
941,4655,4571,servicio integral para culata y caja de cambios incluyendo ajuste final.,Finalizado,2026-03-27 00:00:00,2026-03-27 00:00:00,6341,Cliente informado
942,1967,1891,optimización del sistema lubricacion y alineación incluyendo ajuste final.,Finalizado,2026-03-02 00:00:00,2026-02-20 00:00:00,2009,Entregado
943,3185,4552,instalación y calibración de motor y árbol de levas por falla detectada.,Finalizado,2026-03-22 00:00:00,2026-03-26 00:00:00,5529,Entregado
944,1861,1289,optimización del sistema diagnóstico y escaneo según solicitud del cliente.,Finalizado,2026-03-25 00:00:00,2026-03-28 00:00:00,5876,Entregado
945,338,982,ajuste técnico de sensores y batería con pruebas posteriores.,Finalizado,2026-03-28 00:00:00,2026-04-01 00:00:00,2153,Entregado
946,2769,2169,corrección especializada de escaneo y falla por falla detectada.,Finalizado,2026-03-11 00:00:00,2026-03-15 00:00:00,3704,Entregado
947,480,3819,servicio integral para modificación y frenos deportivos debido a desgaste.,Finalizado,2026-03-09 00:00:00,2026-03-09 00:00:00,5514,Entregado
948,1344,1765,instalación y calibración de revisión general y inspección según solicitud del cliente.,Finalizado,2026-03-09 00:00:00,2026-03-13 00:00:00,1372,Cliente informado
949,2257,3895,instalación y calibración de sistema eléctrico y batería debido a desgaste.,Finalizado,2026-03-15 00:00:00,2026-03-19 00:00:00,2366,Entregado
950,575,5077,ajuste técnico de diferencial y biela y verificación completa.,Finalizado,2026-03-22 00:00:00,2026-03-22 00:00:00,2638,Cliente informado
951,4257,465,mantenimiento preventivo en alternador y alternador con pruebas posteriores.,Finalizado,2026-03-22 00:00:00,2026-03-23 00:00:00,3599,Entregado
952,3465,3096,optimización del sistema eje y amortiguadores para mejorar rendimiento.,Finalizado,2026-03-17 00:00:00,2026-03-18 00:00:00,5497,Entregado
953,57,5056,ajuste técnico de alternador y batería según solicitud del cliente.,Finalizado,2026-03-02 00:00:00,2026-03-05 00:00:00,1580,Cliente informado
954,4419,2732,instalación y calibración de niveles y balanceo y verificación completa.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,6498,Cliente informado
955,2338,3092,diagnóstico y reparación de test y falla para mejorar rendimiento.,Finalizado,2026-03-01 00:00:00,2026-03-05 00:00:00,2517,Cliente informado
956,900,3754,servicio integral para pistones y suspensión con pruebas posteriores.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,3489,Entregado
957,338,982,diagnóstico y reparación de falla y problema con pruebas posteriores.,Finalizado,2026-03-28 00:00:00,2026-04-01 00:00:00,534,Entregado
